INDEX,TARGET_FLAG,KIDSDRIV,IDADE,HOMEKIDS,YOJ,SALARIO,CONTA_CLI,HOME_VAL,CASADO,SEX,EDUCATION,JOB,TRAVTIME,USO_PROD,VALOR_SOLICITADO,TIF,TIPO_PROD,PROD_ALTO_VALOR,OLDCLAIM,CLM_FREQ,TRAN_SUSP,TEMPO_CLIENTE,TEMPO_VIDA_PROD,URBANICITY
788, ,0,47,0,12,55019.393,No,206800.6318,Yes,F,Ensino Superior,Profissional,51.40605833,Pessoal,18110,4,CDB,no,9085,2,No,1,9,Urbano
794, ,0,42,1,11,200927.8358,No,513817.2889,Yes,M,PhD,Gerente,25.49743251,Comercial,5600,1,Criptomoeda,no,4020,1,No,2,14,Urbano
799, ,0,33,1,12,92059.54487,Yes,0,No,F,Ensino Superior,Profissional,24.17963868,Pessoal,14010,5,CDB,no,0,0,No,0,10,Urbano
803, ,0,36,0,11,48901.03192,No,210300.0245,Yes,M,Ensino Medio,Gerente,5,Pessoal,5100,1,Criptomoeda,no,3805,3,No,0,9,Urbano
806, ,3,38,3,9,38211.5084,Yes,160244.6213,No,M,Ensino Superior,Trabalho Administrativo,61.49401043,Comercial,22320,1,Poupanca,yes,4326,4,No,6,13,Rural
807, ,0,36,1,10,100095.2246,Yes,0,No,F,Mestrado,Advogado,15.45993507,Pessoal,17520,1,CDB,no,0,0,No,0,19,Urbano
811, ,0,56,0,8,42833.8695,No,146454.5418,Yes,M,Ensino Superior,Trabalho Manual,28.84001321,Comercial,22760,4,Renda Variavel,yes,0,0,No,5,8,Rural
816, ,0,37,3,15,130123.1898,No, ,Yes,F,Ensino Superior,Trabalho Manual,58.92709379,Comercial,32260,4,Tesouro Direto,no,0,0,No,0,7,Urbano
818, ,0,57,0,13,27280.60011,No,198618.9007,Yes,F,Ensino Medio,Do Lar,24.01460586,Pessoal,22470,4,CDB,no,0,0,Yes,1,1,Urbano
819, ,0,37,4,11,34621.78045,No,188513.5917,Yes,M,Mestrado,Profissional,30.21380886,Pessoal,20170,6,Poupanca,no,7875,1,No,0, ,Urbano
831, ,1,38,3,15,57924.71321,No,144063.1683,Yes,M,Ensino Fundamental,Trabalho Manual,15.67234036,Pessoal,30770,6,Tesouro Direto,yes,0,0,No,0,6,Urbano
835, ,1,39,3,17,25846.2092,No,107211.3913,Yes,M,Ensino Medio,Trabalho Administrativo,67.5695971,Comercial,26850,10,Renda Variavel,yes,0,0,No,3,7,Urbano
837, ,0,43,2,13,126496.3263,No, ,Yes,M,Mestrado, ,22.14406096,Comercial,26980,7,Renda Variavel,yes,0,0,No,5,16,Urbano
841, ,1,41,1,11,182781.5234,Yes,0,No,M,PhD, ,36.23023297,Comercial,23880,3,Renda Variavel,no,5639,2,Yes,5,14,Urbano
846, ,0,28,4,12,94675.1722,Yes,291875.8499,No,M,Mestrado, ,47.43624744,Pessoal,10320,6,Criptomoeda,no,0,0,No,3,17,Urbano
856, ,0,47,0,0,0,No,67647.19647,Yes,F,Ensino Superior,Do Lar,18.89534642,Pessoal,6200,9,CDB,no,23972,2,Yes,1,9,Urbano
861, ,0,38,0,12, ,No,122422.9067,Yes,M,Ensino Fundamental,Trabalho Administrativo,35.45828847,Comercial,32460,1,Renda Variavel,yes,1414,2,No,4,1,Urbano
862, ,0,53,0,11,27045.39277,No,161922.0181,Yes,M,Ensino Superior,Trabalho Administrativo,53.58663993,Comercial,6800,6,Criptomoeda,no,6523,3,No,4,7,Urbano
863, ,0,48,0,11,75983.6294,No,0,No,F,Ensino Medio,Trabalho Manual,42.17934296,Comercial,37310,1,Renda Fixa,no,40386,3,Yes,1,2,Urbano
865, ,0,48,0,12,88744.69597,No,241554.6781,Yes,F,Ensino Medio,Trabalho Manual,54.69351072,Comercial,7050,1,CDB,no,1031,2,No,5,12,Urbano
871, ,0,44,2,14,26377.36834,Yes,169045.4696,No,M,Ensino Medio,Trabalho Administrativo,30.20915682,Pessoal,8540,1,Tesouro Direto,yes,4236,3,No,3,1,Urbano
879, ,0,54,0,6,73662.55442,No,268989.9159,Yes,M,Ensino Superior,Profissional,13.84496305,Comercial,41310,7,Renda Variavel,no,36700,1,Yes,3,5,Urbano
880, ,0,55,0,15,87426.45692,No,286181.6121,Yes,M,Ensino Superior,Trabalho Manual,40.80030888,Pessoal,8410,4,Criptomoeda,no,0,0,No,0,9,Urbano
881, ,0,41,2,12,10757.96822,No,92197.03613,Yes,F,Mestrado,Do Lar,40.74482879,Comercial,22210,7,Criptomoeda,no,0,0,No,2,12,Urbano
885, ,0,57,0,12,210810.7066,No,0,No,M,Mestrado, ,7.333032501,Comercial,28280,1,Renda Variavel,yes,3542,1,No,4,17,Urbano
887, ,0,48,0,8,75914.36986,No,0,No,F,Ensino Superior,Profissional,51.01092469,Pessoal,13240,1,CDB,no,0,0,No,0,1,Urbano
892, ,0,43,0,11,90212.55667,No,293849.9657,Yes,M,PhD,Medico,20.72140614,Pessoal,16210,4,Poupanca,yes,0,0,No,0, ,Urbano
898, ,0,47,0,11,93657.61405,No,303850.113,Yes,M,Mestrado,Advogado,36.73476626,Pessoal,6200,5,Tesouro Direto,no,0,0,No,0,15,Urbano
900, ,0,55,0, ,34466.0018,No,152288.1159,No,F,Ensino Medio,Trabalho Administrativo,32.482906,Pessoal,17080,7,Tesouro Direto,no,0,0,No,1,1,Urbano
904, ,0,48,0,10,173278.9621,No,0,No,F,PhD,Medico,26.74378599,Pessoal,22390,4,Poupanca,no,7357,2,No,8,1,Urbano
906, ,0,41,1,0,0,No,65803.77471,Yes,F,Ensino Fundamental,Do Lar,30.85233956,Pessoal,5600,1,CDB,no,7792,3,No,2,1,Urbano
910, ,2,42,3,17,28916.32386,No,115936.9294,Yes,F,Ensino Fundamental,Trabalho Administrativo,42.83683803,Pessoal,8300,4,Renda Fixa,no,958,1,No,4,7,Urbano
912, ,0,32,2,7, ,Yes,466804.1014,No,M,PhD, ,42.98831128,Comercial,30470,10,Renda Variavel,yes,6042,3,No,0,14,Urbano
913, ,0,34,3,9,23439.10296,No,113409.2674,Yes,F,Ensino Medio,Trabalho Administrativo,37.51127787,Pessoal,7240,4,Tesouro Direto,no,0,0,Yes,1,6,Urbano
919, ,0,46,0,11,68126.0269,No,214584.0131,Yes,F,Ensino Superior,Profissional,51.82742092,Pessoal,21160,1,Tesouro Direto,no,0,0,No,0,6,Urbano
924, ,0,50,0,0,0,No,0,No,F,Ensino Medio,Do Lar,37.2378555,Pessoal,6500,3,Renda Fixa,no,0,0,No,0,1,Urbano
925, ,0,43,1,8,23920.92585,Yes,0,No,F,Ensino Medio,Trabalho Administrativo,24.54659394,Pessoal,14070,21,Renda Fixa,no,3805,1,No,2,1,Urbano
930, ,0,47,0,11,78953.0261,No,233924.7938,Yes,M,Ensino Superior,Trabalho Manual,23.40979137,Comercial,17410,4,Poupanca,yes,0,0,No,1,8,Urbano
940, ,0,46,0,10,107871.6403,No,324375.3704,Yes,F,Mestrado,Advogado,35.31849157,Pessoal,12290,4,Renda Fixa,no,4784,3,No,3,11,Urbano
941, ,0,56,0,14,13692.43353,No,134847.4232,Yes,F,Ensino Medio,Do Lar,28.10474276,Pessoal,35620,1,CDB,no,0,0,No,0,9,Urbano
946, ,0,40,0,12,74116.89385,No,252029.5761,Yes,F,Mestrado, ,23.56182558,Comercial,28620,1,Poupanca,no,5784,1,No,0, ,Urbano
949, ,0,38,0,11,71262.52014,No,193720.2348,Yes,F,Ensino Superior,Trabalho Manual,33.75713834,Comercial,14980,9,CDB,no,29447,1,Yes,0,9,Urbano
951, ,1,36,1,11,109631.0372,No,277683.4096,Yes,F,Ensino Superior,Trabalho Manual,14.54301804,Comercial,29960,10,Tesouro Direto,no,0,0,No,0,12,Urbano
962, ,0,30,0,10,37614.19631,No,165401.8172,Yes,M,Ensino Medio,Trabalho Manual,74.51234238,Comercial,16170,6,Tesouro Direto,yes,0,0,No,1,1,Rural
966, ,0,42,0,7,2763.167784,No,0,Yes,M,Ensino Medio,Estudante,44.06381214,Comercial,7230,4,Criptomoeda,no,0,0,No,0,9,Rural
967, ,0,54,0,7,91916.47797,No,266099.3672,Yes,F,Ensino Superior,Profissional,42.33431507,Pessoal,16090,1,CDB,no,0,0,No,0,9,Rural
971, ,1,39,1,12, ,Yes,0,No,M,Ensino Fundamental,Trabalho Administrativo,39.53316261,Comercial,5400,6,Criptomoeda,yes,0,0,No,4,1,Urbano
981, ,0,54,0,9,94994.66313,No,301003.6012,Yes,F,PhD,Trabalho Administrativo,42.43965597,Comercial,33700,7,Tesouro Direto,yes,5172,1,No,6,10,Rural
982, ,1,36,2,9,21873.28398,Yes,118099.5817,No,M,Ensino Fundamental,Trabalho Administrativo,26.77265471,Pessoal,7290,6,Tesouro Direto,no,0,0,No,0,1,Rural
983, ,0,48,0,5,92867.91488,No,256926.5991,Yes,F,Mestrado,Gerente,38.68921609,Pessoal,15590,7,CDB,no,0,0,No,2,9,Urbano
984, ,0,53,0,10,185290.7268,No,475136.8726,Yes,F,PhD,Gerente,49.41768025,Pessoal,22070,17,Criptomoeda,no,0,0,No,3,12,Urbano
989, ,0,48,0,12,59333.73932,No,208034.4635,No,M,Ensino Superior,Trabalho Manual,49.69498241,Pessoal,12230,3,Tesouro Direto,yes,0,0,No,3,11,Urbano
990, ,0,38,0,11,48207.11838,No,179539.0884,No,F,Ensino Medio,Trabalho Administrativo,38.11983214,Pessoal,10120,3,CDB,no,1842,3,No,4,8,Urbano
992, ,0,45,0,10,96708.36769,No,272829.4356,Yes,F,Ensino Superior,Trabalho Manual,29.20901871,Comercial,7880,4,CDB,no,4148,2,No,7,9,Urbano
995, ,0,30,0,0,0,No,0,No,F,Ensino Medio,Do Lar,18.26949118,Pessoal,1500,10,Renda Fixa,no,0,0,No,0,7,Rural
996, ,0,46,0,10,134751.724,No,0,No,M,Mestrado, ,29.59726048,Comercial,29930,4,Renda Variavel,no,3722,2,No,1,13,Urbano
998, ,1,45,1,10,39032.45709,Yes,209555.8051,No,F,Ensino Superior,Gerente,43.25914136,Pessoal,10520,1,Renda Fixa,no,0,0,No,1,11,Urbano
1001, ,0,28,2,12,56943.3461,Yes,0,No,M,Ensino Medio,Trabalho Administrativo,59.50511227,Pessoal,5810,6,Tesouro Direto,no,0,0,No,0,10,Rural
1007, ,0,44,0,12,87189.70625,No,260524.3849,Yes,M,Mestrado, ,35.889723,Comercial,24900,3,Renda Variavel,yes,0,0,No,0,12,Urbano
1008, ,0,52,0,14,284897.8695,No,645241.3758,Yes,M,PhD,Gerente,33.16053937,Comercial,35190,3,Renda Variavel,yes,0,0,No,0,19,Urbano
1016, ,0,47,0,7,28653.56275,No,144131.2646,No,M,Ensino Medio,Profissional,21.55994918,Pessoal,10990,1,Criptomoeda,yes,0,0,No,2,8,Rural
1022, ,0,45,1,15,91897.61945,No,318206.9385,Yes,M,Mestrado,Advogado,47.4621033,Pessoal,16190,14,Tesouro Direto,yes,0,0,No,2,11,Urbano
1027, ,2,36,3,6,26011.02554,No,133863.1832,Yes,M,Ensino Fundamental,Trabalho Manual,40.7495475,Pessoal,18290,6,Tesouro Direto,no,0,0,Yes,0,1,Urbano
1032, ,0,39,0,11,107948.7928,No,273485.9816,No,F,Ensino Superior,Profissional,49.13742102,Pessoal,7330,10,CDB,no,8043,2,No,6,11,Urbano
1033, ,1,52,1,12,50725.75548,Yes,220287.9677,No,M,Ensino Superior,Gerente,12.43146177,Pessoal,1500,7,Tesouro Direto,no,0,0,No,0,10,Urbano
1041, ,0,40,0,11,4403.531133,No,0,No,F,Mestrado,Do Lar,53.73107336,Pessoal,10400,4,Tesouro Direto,no,21205,2,No,1,17,Urbano
1065, ,0,31,2,7,35053.25249,Yes,125624.6788,No,M,Ensino Medio,Trabalho Manual,27.9176945,Comercial,12860,10,Tesouro Direto,yes,0,0,Yes,1,1,Urbano
1074, ,0,38,0,8,44575.28127,No,164144.5168,Yes,F,Ensino Superior,Profissional,31.21390627,Pessoal,9760,11,CDB,no,3787,4,Yes,4,6,Urbano
1075, ,0,47,0,11,30451.83247,No,150467.9349,Yes,M,Ensino Fundamental,Trabalho Manual,33.67766868,Comercial,21210,1,Poupanca,yes,0,0,No,0,8,Urbano
1081, ,0,39,2,14,28845.96624,No,151788.7035,Yes,F,Ensino Superior,Trabalho Manual,15.74229652,Pessoal,26370,1,CDB,no,0,0,No,2,8,Urbano
1094, ,0,48,0,13,144515.4829,No,378419.8179,Yes,M,Mestrado,Advogado,48.11988581,Pessoal,20750,10,Tesouro Direto,no,3751,1,No,0,21,Urbano
1099, ,0,45,0, ,0,No,0,No,M,Ensino Superior,Estudante,21.76268464,Comercial,14510,1,Tesouro Direto,no,0,0,No,3,8,Rural
1105, ,0,41,2,15,97678.76062,Yes,273141.53,No,M,Ensino Superior,Trabalho Manual,21.6445917,Comercial,12850,1,Tesouro Direto,yes,38815,3,No,6,1,Urbano
1123, ,0,55,0,12,133965.5149,No,342197.7025,Yes,F,PhD,Advogado,8.304534265,Pessoal,29170,6,CDB,no,34507,2,Yes,0,13,Urbano
1135, ,0,63,0,17,86078.21866,No,319488.1756,Yes,F,Ensino Superior,Profissional,12.85009032,Pessoal,20960,4,Renda Fixa,no,0,0,No,0,1,Rural
1142, ,0,49,0,12,24512.51474,No,148421.8349,Yes,M,Ensino Fundamental,Trabalho Manual,26.69806967,Pessoal,8850,1,Tesouro Direto,yes,1263,1,No,1,1,Urbano
1155, ,0,46,0,12,103454.9364,No,286456.5354,No,M,Mestrado,Advogado,21.17674947,Pessoal,13050,1,Tesouro Direto,yes,0,0,No,0,7,Urbano
1169, ,0,45,0, ,19599.36547,No,134906.4333,No,F,Ensino Superior,Do Lar,42.86713009,Pessoal,10740,6,Tesouro Direto,no,0,0,No,2,1,Rural
1176, ,0,46,0,9,107006.1799,No,342271.84,Yes,M,Mestrado,Gerente,7.289326946,Pessoal,16800,16,Poupanca,yes,0,0,No,4,15,Urbano
1178, ,0,53,0,13,80022.77588,No,246531.979,Yes,F,Ensino Superior,Trabalho Manual,57.99877845,Comercial,20990,4,Renda Fixa,no,29379,2,Yes,5,9,Urbano
1180, ,0,35,0,10,57241.06955,No,0,No,M,Ensino Fundamental,Trabalho Administrativo,35.96564074,Pessoal,11050,4,Tesouro Direto,yes,0,0,No,0,1,Rural
1184, ,0,35,0,11,122149.6078,No, ,Yes,F,Mestrado,Advogado,41.321534,Pessoal,26820,4,CDB,no,0,0,No,2,12,Urbano
1185, ,2,56,2,17,28087.50556,Yes,154529.6877,No,M,Ensino Superior,Trabalho Administrativo,45.99678583,Pessoal,9910,1,Tesouro Direto,yes,1157,1,No,3,1,Urbano
1193, ,0,40,0,11,49977.69026,No,240143.0779,Yes,M,Mestrado, ,40.35879982,Comercial,21160,3,Poupanca,yes,0,0,No,2,15,Urbano
1196, ,0,51,0,5,94454.40102,No,0,No,M,Ensino Superior,Profissional,30.39814833,Pessoal,14370,3,Tesouro Direto,no,5399,1,No,0,9,Urbano
1199, ,0,48,0,0,0,No,0,No,F,Ensino Fundamental,Estudante,5,Pessoal,9060,1,CDB,no,0,0,No,2,1,Urbano
1203, ,0,37,2,13,31724.91723,No,148395.6211,Yes,F,Mestrado,Advogado,31.60253395,Pessoal,10860,4,CDB,no,3810,3,No,3,22,Urbano
1205, ,1,37,2,10,30843.14788,No,132740.9619,Yes,F,Ensino Medio,Trabalho Administrativo,32.70756072,Pessoal,8280,6,Renda Fixa,no,0,0,No,1,8,Urbano
1207, ,0,39,0,13,18274.38283,No,0,No,F,Ensino Medio,Trabalho Administrativo,11.18691764,Pessoal,7230,6,CDB,no,0,0,No,0,1,Rural
1208, ,0,39,0,10,31130.51817,No,0,No,M,Ensino Medio,Trabalho Administrativo,30.34128721,Pessoal,8510,6,Tesouro Direto,yes,37066,2,Yes,5,13,Urbano
1212, ,0,37,4,0, ,No,55526.95097,Yes,F,Ensino Medio,Do Lar,5,Pessoal,5700,1,Renda Fixa,no,4865,1,No,6,7,Urbano
1213, ,0,50,0,12,26748.31336,No, ,No,M,Ensino Fundamental,Trabalho Manual,24.92247913,Pessoal,9170,1,Criptomoeda,no,25089,2,Yes,1,6,Urbano
1222, ,1,57,1,13,53227.48149,No,204308.9795,Yes,F,Ensino Superior,Profissional,41.22181288,Pessoal,34950,6,Tesouro Direto,no,0,0,No,0,11,Urbano
1223, ,0,45,0, ,55847.84377,No,216311.6462,Yes,M,Ensino Superior,Trabalho Administrativo,50.91962786,Comercial,11580,6,Criptomoeda,yes,0,0,No,1,7,Urbano
1226, ,0,55,0,0,0,No,0,No,F,PhD,Do Lar,36.41462994,Pessoal,2950,4,CDB,no,0,0,No,0,12,Urbano
1227, ,0,63,0,14,51045.53761,No,192050.1636,Yes,F,PhD,Medico,17.74114741,Pessoal,7800,1,Renda Fixa,no,14357,3,No,5,1,Urbano
1229, ,0,47,0,10, ,No,177502.0175,Yes,M,Ensino Medio,Trabalho Administrativo,8.208232881,Pessoal,9640,10,Criptomoeda,no,0,0,No,1,8,Urbano
1230, ,0,44,0,12,46781.22861,No,0,No,F,Ensino Superior,Profissional,28.82968232,Pessoal,17960,11,CDB,no,6545,1,No,5,15,Urbano
1231, ,1,54,1,0,0,No,0,Yes,F,Ensino Superior,Estudante,37.4136331,Pessoal,10600,1,Renda Fixa,no,5493,3,No,1,8,Urbano
1241, ,1,43,3,11,28021.23506,Yes,0,No,M,Ensino Medio,Trabalho Administrativo,30.68754273,Pessoal,16010,4,Tesouro Direto,no,0,0,No,1,9,Rural
1243, ,0,49,0,11,23710.99388,No,0,No,F,Ensino Medio,Trabalho Administrativo,24.5329221,Pessoal,8770,7,Renda Fixa,no,0,0,No,0,1,Rural
1244, ,0,39,0,13,49193.66509,No,126703.2747,Yes,M,Ensino Medio,Gerente,34.11346849,Comercial,24060,10,Renda Variavel,yes,0,0,No,0,7,Urbano
1246, ,0,58,0,12,61265.20466,No,208445.0863,Yes,F,Mestrado,Advogado,48.58852785,Pessoal,3230,10,CDB,no,0,0,No,2,9,Urbano
1248, ,0,41,3,15, ,No,177208.5781,Yes,F,Ensino Medio,Profissional,38.33271639,Pessoal,19580,3,Tesouro Direto,no,0,0,No,3,6,Urbano
1249, ,0,40,0,13,84505.52153,No,251399.761,Yes,F,Mestrado,Advogado,31.75118192,Pessoal,19100,6,Tesouro Direto,no,0,0,Yes,5,15,Urbano
1252, ,0,39,0,13,51090.77812,No,185505.9415,Yes,M,Mestrado,Advogado,36.52937508,Pessoal,15450,1,Tesouro Direto,no,0,0,No,0,17,Urbano
1261, ,0,43,0,12,94641.49298,No,299423.9656,Yes,F,Mestrado,Advogado,52.18005343,Pessoal,21400,6,CDB,no,11095,1,No,0,19,Urbano
1275, ,0,51,0,17,48262.9683,No,200022.5378,Yes,F,Ensino Medio,Profissional,39.11961454,Pessoal,24450,1,Tesouro Direto,no,0,0,No,0,10,Urbano
1281, ,0,39,0,14,28829.57058,No,0,No,M,Ensino Fundamental,Trabalho Administrativo,50.16822806,Comercial,18930,1,Poupanca,yes,0,0,Yes,5,1,Urbano
1285, ,0,23,5,14,11666.47834,No,109363.2763,Yes,F,Ensino Fundamental,Trabalho Administrativo,26.37825991,Pessoal,5080,6,Renda Fixa,no,0,0,No,4,1,Urbano
1288, ,0,50,0,13,62626.03774,No,0,No,F,Ensino Medio,Trabalho Manual,35.65361908,Comercial,13790,6,CDB,no,0,0,No,1,10,Urbano
1290, ,0,40,0,14,93249.33088,No,292999.6921,No,F,Mestrado,Advogado,35.3628622,Pessoal,27270,7,Tesouro Direto,no,0,0,No,0,14,Urbano
1291, ,0,45,0,14,49115.5469,No,213351.3577,No,F,Ensino Medio,Trabalho Administrativo,40.52472638,Pessoal,18510,6,CDB,no,0,0,No,0,1,Urbano
1304, ,0,30,2,14, ,Yes,0,No,M,Mestrado, ,52.19566247,Comercial,19340,6,Poupanca,yes,32990,2,Yes,0,17,Urbano
1305, ,0,54,0,10,46623.94556,No,212272.5727,No,M,Mestrado,Advogado,39.65451989,Pessoal,18990,13,Poupanca,no,0,0,No,0,13,Urbano
1323, ,0,53,0,12,116418.7111,No,356988.6778,No,M,PhD, ,5,Comercial,27300,4,Renda Variavel,no,1404,2,No,4,12,Urbano
1342, ,2,45,3,17, ,Yes,0,No,F,Mestrado,Advogado,64.2305775,Pessoal,19550,10,CDB,no,0,0,No,5,14,Urbano
1348, ,0,29,1,14,15936.25721,No, ,Yes,F,Ensino Fundamental,Estudante,27.56989215,Pessoal,29510,4,Criptomoeda,no,6111,2,No,0,1,Urbano
1353, ,0,29,2,14,45299.03628,No,148600.4078,Yes,F,Ensino Medio,Trabalho Manual,11.17515833,Comercial,21330,4,CDB,no,0,0,No,0,1,Urbano
1363, ,0,48,0,12,49710.98678,No,0,No,F,Ensino Medio,Profissional,5,Pessoal,11270,7,CDB,no,0,0,No,0,7,Urbano
1371, ,0,45,1,12,212913.7648,Yes,553525.3026,No,M,PhD,Medico,23.76998466,Pessoal,14830,1,Tesouro Direto,yes,25614,2,Yes,4,20,Urbano
1372, ,0,57,0,11,114829.9985,No,0,No,M,PhD, ,25.56865749,Comercial,26900,4,Renda Variavel,no,28321,2,No,0,13,Urbano
1378, ,0,35,1,12,15234.30424,No,115903.4282,Yes,F,Ensino Fundamental,Trabalho Administrativo,5.809227057,Pessoal,6520,20,Renda Fixa,no,7535,2,No,5,4,Urbano
1381, ,0,34,0,9,31052.02497,No,116137.0502,Yes,F,Ensino Medio,Trabalho Administrativo,62.94050785,Pessoal,13700,5,CDB,no,0,0,No,2,7,Urbano
1382, ,0,50,0, ,0,No,90196.25643,Yes,F,Ensino Superior,Estudante,31.10218842,Comercial,6500,13,CDB,no,9098,1,No,2,7,Urbano
1393, ,1,57,1,14,41645.4142,No,160772.2104,Yes,M,Ensino Medio,Profissional,22.6761592,Comercial,7200,4,Criptomoeda,yes,5040,2,No,0,5,Urbano
1394, ,0,54,0,13,77863.50936,No,299542.093,Yes,M,Ensino Superior,Trabalho Manual,71.6972472,Comercial,26930,1,Tesouro Direto,yes,0,0,No,0,13,Rural
1398, ,0,65,0,15,22481.39335,No,127616.7124,Yes,F,Ensino Medio,Trabalho Administrativo,13.62019809,Pessoal,11340,9,Renda Fixa,no,33075,1,Yes,0,1,Urbano
1404, ,0,44,0,11,62346.4785,No,0,No,M,Mestrado,Profissional,41.70329343,Pessoal,5900,1,Criptomoeda,yes,0,0,Yes,0,18,Urbano
1405, ,0,52,0,11,81849.03033,No,273960.5754,Yes,F,Ensino Medio,Trabalho Manual,55.68783622,Comercial,6700,1,CDB,no,4235,3,No,6,1,Urbano
1419, ,1,62,1,2,54775.51572,No,237216.7026,Yes,F,Mestrado,Advogado,16.45813454,Pessoal,15770,4,Renda Fixa,no,11035,1,No,6,14,Urbano
1421, ,0,46,0,9,19814.3408,No,0,Yes,M,Ensino Medio,Estudante,14.24629398,Pessoal,7310,7,Criptomoeda,yes,0,0,No,0,1,Urbano
1426, ,0,38,1,0,0,No,0,Yes,F,Ensino Fundamental,Estudante,16.93431067,Pessoal,5850,6,CDB,no,5090,1,No,6,8,Rural
1431, ,0,38,0,4,22035.59493,No,158036.5257,Yes,M,Ensino Medio,Trabalho Administrativo,32.0955532,Comercial,7500,6,Criptomoeda,yes,9416,1,No,2, ,Urbano
1435, ,2,44,2,13,155896.542,Yes,398190.6594,No,F,Mestrado,Advogado,83.54608025,Pessoal,33800,4,Tesouro Direto,no,0,0,No,1,12,Rural
1437, ,1,37,1,7,17588.81455,No,132644.6893,Yes,F,Ensino Fundamental,Trabalho Administrativo,51.16264182,Pessoal,9370,6,CDB,no,0,0,No,0,1,Urbano
1438, ,0,57,0,12,68349.96401,No,222893.5626,Yes,M,Ensino Superior,Trabalho Manual,14.50859584,Comercial,18700,8,Poupanca,no,2757,1,No,1,11,Urbano
1442, ,0,45,2,15,39196.1294,Yes,0,No,F,Ensino Medio,Profissional,25.25414582,Pessoal,17300,14,Renda Fixa,no,7410,3,No,3,1,Urbano
1464, ,0,53,0,6,59143.63019,No,205861.7465,Yes,M,PhD,Gerente,23.75404927,Pessoal,14870,3,Tesouro Direto,no,0,0,Yes,0,13,Urbano
1471, ,0,42,1,7,139335.3031,Yes,0,No,F,PhD,Gerente,29.26274014,Pessoal,3470,10,CDB,no,9828,1,No,5,14,Urbano
1473, ,0,46,0,11,45372.16363,No,236719.3908,Yes,M,Ensino Medio,Trabalho Manual,24.11966132,Comercial,22790,4,Renda Variavel,no,0,0,No,0,1,Urbano
1476, ,0,49,0,0,0,No,0,No,F,Ensino Superior,Do Lar,23.17926776,Pessoal,6400,6,Renda Fixa,no,0,0,No,1,8,Rural
1478, ,0,50,0,14,40447.11863,No,192989.9335,Yes,M,Ensino Medio,Trabalho Manual,18.64964114,Comercial,5540,7,Criptomoeda,no,0,0,No,0,1,Urbano
1479, ,1,44,2,2,68080.7386,Yes,221458.5141,No,F,Mestrado,Gerente,32.23269055,Pessoal,25040,6,Renda Fixa,no,47837,1,Yes,6,18,Urbano
1487, ,0,41,1,14,2345.997106,Yes,0,No,F,Ensino Fundamental,Estudante,13.43624503,Pessoal,5830,11,Renda Fixa,no,8521,2,No,0,6,Urbano
1492, ,0,42,0,0,0,No,0,Yes,M,Ensino Superior,Estudante,12.964038,Comercial,5700,10,Criptomoeda,no,0,0,No,5,1,Urbano
1496, ,0,50,0,12,126171.5551,No,0,No,M,Mestrado,Advogado,42.99181896,Pessoal,14120,6,Tesouro Direto,yes,0,0,No,0,1,Urbano
1497, ,0,43,2,0,0,No,117110.5226,Yes,F,Ensino Fundamental,Do Lar,43.78986284,Pessoal,5800,6,Renda Fixa,no,4959,1,No,3,6,Urbano
1515, ,0,48,0,10,80756.03659,No,276394.7172,Yes,F,Ensino Medio,Trabalho Manual,47.29363962,Comercial,17640,18,Criptomoeda,no,0,0,No,0,1,Rural
1519, ,0,44,0,11,18612.35699,No,0,No,M,PhD,Advogado,23.82802582,Pessoal,21160,3,Poupanca,no,0,0,No,1,12,Urbano
1522, ,0,36,2,13,19934.32311,Yes, ,No,M,Ensino Medio,Trabalho Administrativo,17.04676801,Pessoal,10790,6,Criptomoeda,yes,7797,2,No,9,1,Urbano
1526, ,0,37,3,0,0,No, ,Yes,F,Ensino Medio,Do Lar,16.52701648,Pessoal,7510,5,CDB,no,7421,2,No,0,7,Urbano
1537, ,0,58,0,14,56383.25256,No,248930.3459,Yes,F,Ensino Superior,Profissional,30.94845732,Pessoal,16140,9,Tesouro Direto,no,0,0,No,0, ,Urbano
1538, ,2,38,2,11,30886.41888,Yes,0,No,M,Ensino Medio,Trabalho Administrativo,26.58570245,Comercial,8390,1,Criptomoeda,no,9267,3,No,2,6,Urbano
1540, ,0,53,0,14,107394.3242,No,318906.2329,Yes,F,Ensino Medio,Trabalho Manual,19.81049078,Comercial,26400,6,CDB,no,0,0,No,2,1,Urbano
1543, ,2,39,2,7,59401.98915,No,185999.5051,Yes,F,Mestrado,Advogado,31.63248857,Pessoal,18960,13,Tesouro Direto,no,3182,1,No,2,15,Urbano
1548, ,0,67,0,13,45368.14952,No,190398.6401,Yes,M,Ensino Superior,Profissional,33.44065822,Pessoal,17760,4,CDB,yes,0,0,Yes,0,13,Urbano
1549, ,0,36,0,9,15492.73358,No,103733.4051,Yes,M,Ensino Fundamental,Trabalho Administrativo,11.43263119,Pessoal,17960,12,Tesouro Direto,yes,1038,2,No,1,6,Urbano
1556, ,0,35,0,10,51996.07948,No,0,No,M,Ensino Medio,Profissional,34.50921182,Pessoal,10200,6,Criptomoeda,yes,41621,2,Yes,5,8,Urbano
1564, ,0,41,0,10,89968.15681,No,258625.9444,Yes,M,Ensino Superior,Trabalho Manual,39.47726149,Comercial,14600,1,Tesouro Direto,no,0,0,No,0,11,Rural
